epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,5244.2,0.73945,0.43248,1.06737,0.98589,1,0.995,0.86526,0.7373,0.35335,1.24399,0.000569375,0.000569375,0.000569375
57,5332.54,0.73633,0.46238,1.04448,0.95743,1,0.995,0.91194,0.71455,0.3571,1.23728,0.000557,0.000557,0.000557
58,5421.43,0.76539,0.47314,1.11041,0.95909,0.97222,0.97357,0.9151,0.64853,0.34681,1.21171,0.000544625,0.000544625,0.000544625
59,5507.66,0.73696,0.41542,1.04855,0.94219,0.97222,0.97357,0.91071,0.67029,0.34462,1.23877,0.00053225,0.00053225,0.00053225
60,5604.06,0.72684,0.41977,1.0401,0.95399,0.97222,0.9783,0.87701,0.68923,0.37022,1.1882,0.000519875,0.000519875,0.000519875
61,5704.71,0.73978,0.42842,1.07061,0.94766,0.96081,0.97931,0.9132,0.65837,0.33115,1.19498,0.0005075,0.0005075,0.0005075
62,5805.4,0.71331,0.44018,1.03995,0.94959,0.97222,0.98052,0.91183,0.71025,0.34421,1.20453,0.000495125,0.000495125,0.000495125
63,5904.88,0.70531,0.40552,1.03325,0.97851,1,0.995,0.90632,0.66312,0.35092,1.19257,0.00048275,0.00048275,0.00048275
64,5996.52,0.74214,0.44954,1.05572,0.95579,0.97222,0.97459,0.90082,0.70167,0.35721,1.21766,0.000470375,0.000470375,0.000470375
65,6086.5,0.69894,0.41041,1.02857,0.9509,0.97222,0.97931,0.91064,0.68863,0.33109,1.21813,0.000458,0.000458,0.000458
66,6177.46,0.71826,0.43007,1.05384,0.93681,0.97222,0.97459,0.90441,0.67433,0.34266,1.20509,0.000445625,0.000445625,0.000445625
67,6265.3,0.71392,0.42871,1.04901,0.95545,0.97222,0.97681,0.91447,0.66342,0.33232,1.19432,0.00043325,0.00043325,0.00043325
68,6357.67,0.71903,0.41645,1.0466,0.93614,0.97222,0.97195,0.89946,0.71013,0.33754,1.22065,0.000420875,0.000420875,0.000420875
69,6449.24,0.67481,0.38795,1.01182,0.94353,0.97222,0.97357,0.90987,0.69232,0.31957,1.2162,0.0004085,0.0004085,0.0004085
70,6539.23,0.71231,0.4139,1.04421,0.9536,0.97222,0.97357,0.8739,0.69107,0.33918,1.21088,0.000396125,0.000396125,0.000396125
71,6627.46,0.68665,0.3786,1.02617,0.93364,0.97222,0.96872,0.87419,0.63463,0.34196,1.18695,0.00038375,0.00038375,0.00038375
72,6718.56,0.68293,0.39913,1.0183,0.95381,0.97222,0.97048,0.907,0.65104,0.30528,1.1954,0.000371375,0.000371375,0.000371375
